Target	SeqId	Type	Dilution	RefLog10Median	RefLog10MAD	RefMedian	RefSD
B4GT6	10832-24	Protein	20.0	2.978864984347657	0.07849976514442407	952.5	1129.5475757774595
HHIP	10833-64	Protein	0.5	2.9460098847657648	0.10263179160368148	883.1	809.3569277427328
A4GCT	10835-25	Protein	20.0	2.874307833128039	0.15436677927541095	748.7	7093.701173313254
Fc_MOUSE	10837-131	Protein	20.0	3.614939378499252	0.14869746713558687	4120.4	1684.6522419043638
GCNT4	10842-7	Protein	20.0	2.792461731346951	0.08033420406227726	620.1	686.24591131066
SIG15	10847-1	Protein	20.0	3.083896602728174	0.08820440377216587	1213.1	2919.654554908188
BTNL3	10848-137	Protein	20.0	2.637489729512511	0.06882998959215528	434.0	693.9929023086269
IL27B	10851-77	Protein	20.0	4.150415622861661	0.1687515322332488	14138.9	7876.162701797315
HNRDL	10852-114	Protein	20.0	4.0004904756979425	0.4062157438969917	10011.3	19626.668103160082
GCNT4	10854-15	Protein	20.0	3.433241641112682	0.11663401087310028	2711.7	4076.422936454342
PLXB2	10855-55	Protein	20.0	3.666892211066536	0.19713427533097688	4644.0	2343.516860491063
P4R3A	10866-60	Protein	20.0	3.7886844080395754	0.19607531164881106	6147.3	10867.625484006714
Spastin	10870-32	Protein	20.0	3.9541604682886127	0.4547709942488087	8998.3	13649.151829657265
BRAT1	10876-300	Protein	20.0	2.8767949762007006	0.09417822191523405	753.0	1976.3696962095792
F163B	10880-38	Protein	20.0	3.5129777393434147	0.15021461235910255	3258.2	3302.162971058435
Desmocollin-1	10882-12	Protein	20.0	2.9687630481972485	0.08603829804233083	930.6	1193.8198179812039
CF089	10885-36	Protein	20.0	3.2090858697627485	0.07529202707670861	1618.4	1017.6751890408689
Fc_MOUSE	10888-4	Protein	20.0	2.064083435963596	0.06994780525835055	115.9	158.99331173604517
MRAP2	10889-2	Protein	20.0	3.04641711698399	0.16855868216516154	1112.8	2277.3699155443396
LCTL	10890-135	Protein	20.0	2.9805487393597705	0.08874232638374054	956.2	1801.7903294370713
OSMR	10892-8	Protein	20.0	3.225180008177683	0.09870618248364989	1679.5	3329.7120986093737
Secretagogin	10894-25	Protein	20.0	2.3783979009481375	0.12209176028563755	239.0	681.2343298185361
TM11B	10895-28	Protein	20.0	2.9255183581774302	0.10756378006859368	842.4	4858.370935787198
STMN2	10900-272	Protein	20.0	3.1609184995397808	0.2751392662088235	1448.5	3909.6482071129917
APRV1	10902-53	Protein	0.5	2.7346398389876994	0.08531138856483966	542.8	514.4861571948255
STX8	10903-50	Protein	20.0	3.433497814823721	0.25162690130096077	2713.3	5300.20468493144
NTRI	10907-116	Protein	20.0	4.0588851316355	0.09655766809434313	11452.1	2687.2988893927004
GLT13	10908-2	Protein	20.0	3.014688511872338	0.07490581026014827	1034.4	1609.5130134581195
CEAM4	10910-6	Protein	20.0	2.860996436757196	0.09297955620694788	726.1	1950.9908875798446
Fc_MOUSE	10914-4	Protein	20.0	3.0727644210507505	0.09477452341258581	1182.4	861.7500705929644
PLA2R	10916-44	Protein	20.0	3.649840916069159	0.1292011783110498	4465.2	1297.9361652146742
GBGT2	10917-40	Protein	20.0	2.6203442997544935	0.07643716961474711	417.2	901.0327246708249
NEUFC	10924-258	Protein	20.0	1.9527924430440922	0.07288461677225379	89.7	717.2882407317552
Fc_MOUSE	10927-65	Protein	20.0	2.727703883685354	0.08141272470083576	534.2	9668.865249116443
Fc_MOUSE	10928-7	Protein	20.0	3.324200116785378	0.1357843223325066	2109.6	1723.8471026313516
CABP8	10933-107	Protein	20.0	3.046924174230035	0.08041357937928587	1114.1	1412.1249504774298
sLFA-3	10938-13	Protein	20.0	3.1427022457376155	0.08523686443992812	1389.0	1388.438086367465
PKHA4	10939-16	Protein	20.0	2.5461723683169426	0.08752392875146618	351.7	4590.0408177035415
SRCA	10940-25	Protein	20.0	3.0230877669954452	0.0855743728086859	1054.6	1157.2218640759083
Fc_MOUSE	10943-36	Protein	20.0	2.4401216031878037	0.07012650400976447	275.5	1201.2594244411591
Syntaxin-6	10945-11	Protein	20.0	3.4683030123875356	0.11546758741236376	2939.7	1761.2191822901987
PLD3	10948-14	Protein	20.0	2.6692238739308056	0.1877677127539124	466.9	1150.1278823567052
RLA2	10949-59	Protein	20.0	2.7077404542737713	0.1058918530192103	510.2	1304.8778049105035
CLC2A	10953-14	Protein	20.0	2.776119799052988	0.0478787888740962	597.2	756.2189472544865
CLC10	10955-4	Protein	20.0	2.6900187807886953	0.07329685037418335	489.8	1291.908434115328
GCSH	10956-82	Protein	20.0	3.1590857137143455	0.11014996489545183	1442.4	1436.0362379772976
BET1L	10959-125	Protein	20.0	2.5251744278352715	0.07858708272008169	335.1	634.5665275649663
TIG3	10961-15	Protein	20.0	3.1227399929623574	0.13170542014885242	1326.6	1517.8767378658042
Fc_MOUSE	10962-46	Protein	20.0	2.85076872692888	0.09362786907321752	709.2	1042.3323717182977
a2-HS-Glycoprotein	10966-1	Protein	0.5	3.960699043221427	0.41953398679669046	9134.8	6961.343850543266
PRL	10967-12	Protein	20.0	3.4140536750309463	0.1575703803993503	2594.5	2379.073061386594
NAR3	10970-3	Protein	0.5	3.1788043456553794	0.1245424075321589	1509.4	557.3546732597699
ISK7	10974-20	Protein	20.0	3.1214285183679626	0.09698420463393376	1322.6	909.7047409960325
MUCL1	10975-59	Protein	20.0	2.7925317619013077	0.1048513289760171	620.2	1198.8557394154093
MUC1	10976-44	Protein	20.0	3.0097907193542977	0.09287466057991119	1022.8	2165.5627221533446
UCMA	10977-55	Protein	20.0	3.099438915553507	0.11435947335895706	1257.3	3647.029780859239
SOM2	10978-39	Protein	20.0	2.7633531087482153	0.22907136302202805	579.9	1158.4678204312331
ACES	10980-11	Protein	20.0	3.349840676285945	0.14469672020474292	2237.9	1142.6800511447645
NRG3	10981-56	Protein	20.0	2.749040268703457	0.07862766405196571	561.1	3426.1066095276
LRRK2	10990-21	Protein	0.5	3.3472714548096043	0.0947786369286791	2224.7	2437.925657619629
Osteocalcin	11067-13	Protein	0.5	2.9383195433421556	0.16901430816145632	867.6	1517.6463416807583
IL-5	11071-1	Protein	20.0	2.638389407665336	0.0700718972177838	434.9	681.3956226142479
GPDA	11081-1	Protein	20.0	2.8988896559265864	0.15554783094619082	792.3	872.387402275572
NSE	11083-23	Protein	20.0	2.600755149639618	0.15106747080606123	398.8	1024.1491775509385
IgA	11089-7	Protein	0.005	3.8096135772772697	0.19030746627264902	6450.8	3627.0223019082523
LPPL	11094-104	Protein	20.0	2.956744545282691	0.09444833417713701	905.2	1465.7114932547922
HEMK2	11096-57	Protein	20.0	3.468834530432752	0.24018154071014933	2943.3	2908.320356428495
PDXK	11098-1	Protein	20.0	2.8812705039293576	0.11487861144992392	760.8	1479.0317583111357
TLR4	11101-18	Protein	20.0	2.4452927694259716	0.09594770490648603	278.8	426.0313859753702
REG4	11102-22	Protein	20.0	4.578687334922253	0.12154230627958629	37904.2	12712.704191169278
HSP 27	11103-24	Protein	20.0	3.401710640389081	0.510983942530578	2521.8	5235.6080510274305
YKL-40	11104-13	Protein	0.5	4.047858727407457	0.42470368126079916	11165.0	19055.646365421417
Alpha enolase	11105-171	Protein	0.5	4.344474801446251	0.422163295967176	22104.2	26488.14737442468
TEN3	11107-25	Protein	20.0	2.6530194510996132	0.06819017286987154	449.8	700.6546216073432
SVEP1	11109-56	Protein	0.5	3.4290574991662477	0.11140483506436229	2685.7	1542.2021611500145
TM119	11110-4	Protein	20.0	2.6173149332982937	0.09982556757761102	414.3	861.3084605194473
KISHA	11112-18	Protein	20.0	2.4401216031878037	0.06444233402873016	275.5	476.30455837311837
CK087	11116-16	Protein	20.0	3.613884086922271	0.08360335295395649	4110.4	1438.424494315169
SPT20	11117-2	Protein	20.0	3.1284315810932464	0.1084222802860183	1344.1	1143.173431259235
RAB17	11118-107	Protein	20.0	3.954478894313872	0.15261797942092475	9004.9	4708.172583843532
NAT14	11120-49	Protein	20.0	3.3459615418131414	0.10702985290581019	2218.0	4774.770302379552
VWC2	11121-56	Protein	20.0	3.7615294272258613	0.09280225210244385	5774.7	3794.639316913872
SPG21	11122-97	Protein	20.0	2.950413539369381	0.18463325854395585	892.1	1779.8316160228642
TRIO	11126-102	Protein	0.5	2.629511534200453	0.0821710758752437	426.1	2941.840877197223
T132C	11128-29	Protein	20.0	2.651181062444688	0.11789724278840387	447.9	7407.345342776489
BMP15	11129-66	Protein	20.0	3.0335443760909477	0.11828895003152341	1080.3	5406.75488538912
CACB4	11130-158	Protein	20.0	2.665674780993893	0.17152398505769992	463.1	583.6756729282333
RF1ML	11134-30	Protein	20.0	2.865932668193186	0.1030365685509796	734.4	1562.9485833240233
RM55	11135-5	Protein	20.0	2.614053105987219	0.16232219320309796	411.2	3794.482260433441
IL3RB	11137-43	Protein	20.0	2.766115283221414	0.08882231541995553	583.6	700.941483530644
RUNX3	11138-16	Protein	20.0	2.9384696883676455	0.10938169423030951	867.9	2067.6877196622727
Fc_MOUSE	11139-4	Protein	20.0	3.541778873682067	0.2000760723514203	3481.6	3492.4567140680956
CO1A1	11140-56	Protein	0.5	3.2787993137555556	0.1226419919602119	1900.2	828.0095741580668
ANGL1	11142-11	Protein	0.5	2.977540705946535	0.09228668472093561	949.6	558.5518540834215
NOE3	11143-32	Protein	20.0	3.1808710516505436	0.08419830657817082	1516.6	1405.0738538458177
DB116	11144-10	Protein	20.0	2.6591552809406296	0.08642272860906192	456.2	1248.3373689203024
K154L	11145-72	Protein	20.0	2.810299741040169	0.0825003964382855	646.1	838.2558295393167
TBX22	11146-4	Protein	20.0	2.8055008581584002	0.0696340246941631	639.0	634.4666633178562
TRML1	11147-17	Protein	20.0	2.5422027824340283	0.1210789131970245	348.5	497.43049344499855
TLR1	11149-3	Protein	20.0	2.9774492273823414	0.08334557464289588	949.4	3573.766810333556
Collagen a1(VI)	11150-3	Protein	20.0	3.456107809306933	0.10357253401953247	2858.3	1591.423305514804
kallikrein 13	11152-46	Protein	20.0	3.8652579944827363	0.14939890141447806	7332.6	3161.3802583769416
NF2L1	11154-3	Protein	20.0	2.6751365044679942	0.20190958041103207	473.3	1025.4026081812633
CO6A5	11155-16	Protein	20.0	2.539327063539375	0.08348628482326534	346.2	369.3793991321956
HSP 70	11157-35	Protein	0.5	3.4087316610826246	0.09842692205994767	2562.9	2045.3694999222123
BICR1	11158-40	Protein	20.0	2.9172428579074663	0.07997183490633351	826.5	673.9121840944508
MUL1	11159-14	Protein	20.0	2.4768316285122607	0.060767806354216525	299.8	444.58633077765285
RN122	11160-56	Protein	0.5	3.1760043914722527	0.0877261900080827	1499.7	1446.6944234529894
SPG20	11161-5	Protein	20.0	2.859858520480993	0.297563068203804	724.2	1266.1102563530158
EQTN	11162-37	Protein	20.0	2.4551495211798278	0.12029060614239039	285.2	684.0787048492981
F162B	11163-7	Protein	20.0	3.144262773761991	0.08668876623618711	1394.0	1553.7792167860935
TEN2	11164-7	Protein	20.0	3.4405627672619206	0.1089789379715685	2757.8	2550.144813347015
MTMR1	11167-6	Protein	20.0	2.812779707008964	0.09242461940375125	649.8	1844.7069687447863
MEG10	11168-3	Protein	20.0	2.748498126613737	0.100436179138901	560.4	862.3631477183746
filamin A	11171-25	Protein	0.5	2.835563751669097	0.19292762424635324	684.8	1061.6201504048126
MILR1	11173-29	Protein	20.0	2.74170298395774	0.07939512588230588	551.7	1763.312072078073
THS7A	11174-8	Protein	0.5	3.254257967223835	0.14021325769168969	1795.8	4777.759607244524
PCAT2	11175-45	Protein	20.0	3.0553018643474403	0.06728609244001928	1135.8	1331.0465153568528
K2C5	11177-16	Protein	20.0	3.6808067256015695	0.2537632681460431	4795.2	5567.690308124612
SVEP1	11178-21	Protein	0.5	3.2544997389173824	0.13008959769460757	1796.8	1221.514621783118
TSSK1	11179-7	Protein	20.0	2.8765642139838454	0.11588104485278722	752.6	3062.767210687469
SMRC1	11180-17	Protein	20.0	3.073058160988836	0.13393053533286384	1183.2	3016.1733812247708
CgA	11184-51	Protein	0.5	4.577607825984349	0.15893606190752538	37810.1	22540.166234339984
GCH1	11185-145	Protein	20.0	2.91634865227546	0.09180745788527328	824.8	2690.6752400908376
TMM52	11186-12	Protein	20.0	2.6692238739308056	0.10135044691352688	466.9	1643.7488744577927
CL12A	11187-11	Protein	20.0	3.358886204405869	0.40279935882760903	2285.0	1826.8089584354957
YMEL1	11190-129	Protein	20.0	3.006594386184137	0.09175577176617734	1015.3	1472.2052676829867
TINAL	11192-168	Protein	20.0	3.5522665817735146	0.09654961186444472	3566.7	990.9032559353633
HNF1A	11193-27	Protein	20.0	2.5186455243303114	0.09053714651230223	330.1	391.8562696630521
SIT1	11194-6	Protein	20.0	2.6580113966571126	0.11243218884595016	455.0	2024.6718989084097
Collagen alpha-3(VI)	11196-31	Protein	0.5	3.460341469367765	0.112819522499289	2886.3	1093.070472833802
CR3L1	11198-37	Protein	20.0	2.9696954111184732	0.09077675159770184	932.6	1350.0778558817647
C1QR1	11200-52	Protein	20.0	3.719521870600759	0.09535531560440635	5242.3	1679.2466175096336
TRUA	11201-19	Protein	20.0	2.3760291817281805	0.10446840473467824	237.7	580.8678459802821
TBX5	11202-70	Protein	20.0	2.77952434332479	0.08998005529851884	601.9	2027.528216754017
KPYR	11203-97	Protein	20.0	3.9685810039794913	0.27450249437651547	9302.1	13335.474158237323
CXAR	11204-80	Protein	20.0	3.3992928980439108	0.10585311258580803	2507.8	2619.569909991002
Integrin beta-7	11205-10	Protein	20.0	3.580879378060805	0.14532478908867338	3809.6	11063.864062163913
Macrophage scavenger receptor	11207-3	Protein	20.0	2.8158432906632664	0.0728448184523542	654.4	736.0308747544238
NAGPA	11208-15	Protein	20.0	3.866263703367195	0.0718001152879457	7349.6	1469.5639651262084
TBCE	11211-7	Protein	20.0	3.8385468677035535	0.5793318136866795	6895.2	13744.106099267115
TXND5	11212-7	Protein	0.5	3.745855195173729	0.12369043517228984	5570.0	2996.634124563119
DNJB9	11214-40	Protein	20.0	4.219754753049677	0.14999873390204452	16586.5	6821.399588657196
CAD15	11215-6	Protein	0.5	3.6978742009487235	0.13222180999847746	4987.4	2037.411694467946
CTBP1	11217-16	Protein	20.0	2.968015713993642	0.24458266927637498	929.0	1905.4498071359194
TPMT	11218-84	Protein	0.5	3.529340508745123	0.11009581366258653	3383.3	1501.086153773238
FGFP3	11219-95	Protein	20.0	3.0914207289920514	0.09614172909649896	1234.3	808.1757392929788
CJ105	11220-53	Protein	20.0	2.6121478383264867	0.06498060677517119	409.4	681.2110900284073
Fc_MOUSE	11222-62	Protein	20.0	2.590618948206578	0.07159718204548604	389.6	561.0150820441623
TM154	11223-1	Protein	20.0	2.9604232070778296	0.07136414555213672	912.9	1816.0563383886508
UBE3A	11226-16	Protein	20.0	3.539816028062056	0.23687191284772585	3465.9	6269.70239359415
TBL2	11227-31	Protein	20.0	3.103940485083021	0.3281873912305088	1270.4	5154.278599515361
RIC3	11228-37	Protein	20.0	3.1922886125681202	0.08672809942909938	1557.0	2143.646379405943
ERN1	11229-16	Protein	20.0	3.139816140610576	0.11825350312965274	1379.8	4317.65155146428
Fc_MOUSE	11230-12	Protein	20.0	2.7113853790984517	0.07571368319570373	514.5	1002.4259095543766
ADXL	11231-12	Protein	20.0	2.307496037913213	0.09970842118407282	203.0	1531.4939423900032
Holo-TC I	11232-46	Protein	20.0	3.3337091828972722	0.08589794391315507	2156.3	1529.2382177087027
PCOC1	11237-49	Protein	0.005	3.5987248653570547	0.13159075644340387	3969.4	1932.9463194316493
TMPS6	11239-49	Protein	20.0	2.9386698010226793	0.21200958952317078	868.3	1399.608769346223
ARLY	11241-8	Protein	0.5	3.8588258292696094	0.22787294087190815	7224.8	4933.654071296886
TGM1	11242-33	Protein	20.0	2.4861469968065726	0.08122174226021837	306.3	530.492736339381
GPR110	11243-90	Protein	0.5	3.4622482153549976	0.0978207714221867	2899.0	5839.709546126741
filamin A	11245-43	Protein	20.0	4.287922599201895	0.3682922346551106	19405.4	23164.831472830247
LPLC1	11246-3	Protein	0.5	4.332832176391953	0.2408141829590059	21519.5	15145.871333778587
NAGS	11247-20	Protein	20.0	2.8885164610749454	0.08698739222366478	773.6	731.1723232976583
HEM4	11248-43	Protein	20.0	3.2768522638442743	0.21423083456540407	1891.7	3192.063668790062
LRCH4	11252-30	Protein	20.0	3.1788331173591167	0.11386555403865473	1509.5	2823.4003419473624
PPN	11254-13	Protein	20.0	2.9307962629833004	0.07665110324982376	852.7	1026.094319566866
DHPR	11257-1	Protein	0.5	3.744934169885334	0.24466624524566272	5558.2	4615.594191810076
MAdCAM-1	11258-41	Protein	0.5	3.1564885760500174	0.09371085100166025	1433.8	1083.5845568147174
SPA4L	11260-47	Protein	20.0	2.580810972660946	0.0805682520389237	380.9	851.890355794945
TRABD	11262-39	Protein	0.5	2.3653007486379876	0.07215709815593956	231.9	688.5048605383664
CASQ1	11263-57	Protein	0.5	3.936242223569203	0.06333454315204357	8634.6	2141.4644248367254
XDH	11264-33	Protein	20.0	2.244771761495295	0.07920966271020226	175.7	164.08276366173354
Retinal dehydrogenase 1	11265-8	Protein	0.5	3.2167726984290392	0.22410369120987253	1647.3	2473.018128944844
SELPL	11266-8	Protein	20.0	3.429380791310483	0.09879326966793393	2687.7	798.4268960590064
CHC10	11270-17	Protein	20.0	3.1468099627758703	0.11778013207392277	1402.2	1585.7651304487051
GSTT2	11273-176	Protein	20.0	2.7000977046130537	0.06621973490262803	501.3	495.20653039890806
LRP1B	11275-94	Protein	20.0	2.9872192299080047	0.13765631875766135	971.0	1756.1359419271516
ATF6A	11277-23	Protein	0.5	4.129054739449075	0.1005546012459657	13460.3	3279.1335865955416
COL11A2	11278-4	Protein	20.0	3.7419312100042754	0.13570002726766459	5519.9	2220.0285906277772
GABR1	11279-42	Protein	20.0	2.727947709544797	0.0872020103409517	534.5	1015.8488497299359
DCE1	11280-6	Protein	20.0	2.802705327074352	0.09723848423854771	634.9	1181.7008063220233
GRB7	11281-6	Protein	20.0	3.3557387836020354	0.10900781000500805	2268.5	1759.1041422231026
Macrophage scavenger receptor	11282-16	Protein	20.0	2.529430354366986	0.08402485735817042	338.4	388.6847668438042
DCAF5	11283-13	Protein	20.0	2.8949249773595436	0.09234884554543968	785.1	1131.5048726823115
LAIR1	11284-24	Protein	20.0	2.740678425227455	0.0671386287533363	550.4	840.439898000822
CD34	11285-8	Protein	20.0	2.991447598003803	0.10126928716950705	980.5	1388.4247875960637
SELS	11286-78	Protein	0.5	2.6906390117159673	0.11794586689859675	490.5	1467.037955252443
Cytochrome b5	11287-14	Protein	20.0	3.1080235093460886	0.1402488062241007	1282.4	2791.6928111128777
5NTC	11288-26	Protein	20.0	3.345648141487866	0.2813009404277269	2216.4	5336.089747122335
KC1D	11289-31	Protein	20.0	2.9419584165308135	0.08127010723966631	874.9	2508.3735022535443
Fc_MOUSE	11291-73	Protein	20.0	2.914078585389112	0.08541961318759833	820.5	1260.9804006022814
SCAR3	11292-13	Protein	20.0	3.0186172925194414	0.07996189345756781	1043.8	868.3900594237799
LRRN1	11293-14	Protein	20.0	2.894149846767922	0.11110584877711412	783.7	1241.3380773206381
TMCC3	11294-7	Protein	20.0	3.5529843938913834	0.1349912906713753	3572.6	2592.1911412527747
NOTC2	11297-54	Protein	20.0	2.25478968739721	0.07432503531611537	179.8	277.18352658588077
SORT	11300-32	Protein	20.0	2.8820119616266586	0.10378975870339939	762.1	6182.523745975004
TENR	11302-237	Protein	20.0	3.1970599080602082	0.09232329600167088	1574.2	1136.1907942237128
SAMH1	11303-7	Protein	20.0	3.0589571787773107	0.08049335888892341	1145.4	1398.6874656790142
WWP1	11307-33	Protein	20.0	3.6167485032003	0.4081224497386606	4137.6	9168.913453216963
CR3L4	11308-8	Protein	20.0	2.993215720474137	0.07881864410642357	984.5	690.025477444506
Desmoglein-3	11310-8	Protein	20.0	2.717420836722375	0.09120141340068838	521.7	881.9882147438796
RAG-1	11311-79	Protein	20.0	2.8741337788279724	0.07385235129625013	748.4	1608.023272087992
PMS2	11312-40	Protein	20.0	2.759214431234244	0.1076045439546728	574.4	4991.841265294225
PHS	11313-100	Protein	20.0	3.2717486993841707	0.1511570528856597	1869.6	1204.1701344294618
PPM1D	11315-148	Protein	20.0	2.8101652845431495	0.08241776767125303	645.9	1301.9750874279441
Apo A-V	11318-20	Protein	20.0	3.270795253376848	0.14992353297626315	1865.5	1413.0765148770809
MRE11	11319-106	Protein	20.0	3.046300019652969	0.12162470530782525	1112.5	2466.5384665202223
CHFR	11320-29	Protein	0.5	3.0607733632617062	0.06726816759716063	1150.2	1452.3193473123004
PXDNL	11324-3	Protein	20.0	2.734319680859007	0.08665769275672203	542.4	1251.391274817944
